Codepoint,Hanzi,pinyin,Frequency,Tweets,Traditional Variant,Simplified Variant,Definition
U+98DE,飞,fēi,1897,1318,飛,,fly; go quickly; dart; high
U+98DF,食,shí,2438,1762,,,eat; meal; food; Kangxi radical 184
U+98E2,飢,jī,8,6,,饥,"hunger, starving; hungry; a famine"
U+98E9,飩,tún,5,3,,饨,stuffed dumplings
U+98EA,飪,rèn,4,4,,饪,cooked food; cook until well done
U+98EF,飯,fàn,96,70,,饭,cooked rice; food; meal
U+98F2,飲,yǐn,101,75,,饮,drink; swallow; kind of drink
U+98FC,飼,sì,28,23,,饲,raise animals; feed; nourish
U+98FD,飽,bǎo,23,23,,饱,eat heartily; eat one's fill
U+98FE,飾,shì,109,82,,饰,"decorate, ornament, adorn; to deceive"
U+9903,餃,jiǎo,24,15,,饺,stuffed dumplings
U+9905,餅,bǐng,32,23,,饼,"rice-cakes, biscuits"
U+990A,養,yǎng,218,140,,养,"raise, rear, bring up; support"
U+990C,餌,ěr,5,5,,饵,"bait; bait, entice; dumplings"
U+9910,餐,cān,1122,782,,,"eat, dine; meal; food"
U+9913,餓,è,12,10,,饿,hungry; greedy for; hunger
U+9918,餘,yú,238,204,,"余,馀","surplus, excess, remainder"
U+991A,餚,yáo,7,7,,"肴,𬳁",prepared meat; food
U+991B,餛,hún,5,3,,馄,"dumpling soup, wonton"
U+991E,餞,jiàn,2,1,,饯,"farewell party; see off, send off"
U+9921,餡,xiàn,8,7,,馅,"pastry filling, stuffing"
U+9928,館,guǎn,545,347,,馆,public building
U+992E,餮,tiè,2,1,,,a legendary animal; a greedy person
U+9935,餵,wèi,12,12,,𫗭,"to feed, to raise"
U+9938,餸,sòng,2,2,,𩠌,(Cant.) a side dish of food prepared to accompany rice
U+993E,餾,liù,8,6,,馏,"distill, distillation"
U+9943,饃,mó,6,3,,馍,bread
U+9945,饅,mán,13,5,,馒,steamed bread; steamed dumplings
U+9948,饈,xiū,1,1,,馐,"food, meal; eat; offer"
U+994B,饋,kuì,7,7,,馈,offer food superior; send gift
U+9951,饑,jī,4,2,,饥,"starve, be hungry; famine"
U+9952,饒,ráo,11,10,,饶,"bountiful, abundant, plentiful"
U+9955,饕,tāo,12,11,,,"gluttonous, greedy, covetous"
U+995E,饞,chán,4,3,,馋,"gluttonous, greedy; lewd, lecherous"
U+9962,饢,náng,9,4,,馕,bread (Persian 'naan')
U+9963,饣,shí,1,1,飠,,"eat, food; radical number 184"
U+9965,饥,jī,32,30,"飢,饑",,"hunger, starving; hungry; a famine"
U+9968,饨,tún,7,5,飩,,stuffed dumplings
U+996A,饪,rèn,30,23,飪,,cooked food; cook until well done
U+996D,饭,fàn,433,297,飯,,"cooked rice; food, meal"
U+996E,饮,yǐn,588,460,飲,,drink; swallow; kind of drink
U+9970,饰,shì,220,177,飾,,"decorate, ornament, adorn"
U+9971,饱,bǎo,88,84,飽,,eat heartily; eat one's fill
U+9972,饲,sì,73,63,飼,,raise animals; feed; nourish
U+9975,饵,ěr,3,2,餌,,"bait; bait, entice; dumplings"
U+9976,饶,ráo,17,16,饒,,"bountiful, abundant, plentiful"
U+997A,饺,jiǎo,80,40,餃,,stuffed dumplings
U+997C,饼,bǐng,218,132,餅,,"rice-cakes, biscuits"
U+997D,饽,bō,15,6,餑,,ferrule
U+997F,饿,è,42,38,餓,,hungry; greedy for; hunger
U+9980,馀,yú,1,1,餘,,"surplus, excess, remainder"
U+9981,馁,něi,2,2,餒,,"hungry, starving, famished"
U+9984,馄,hún,7,5,餛,,"dumpling soup, wonton"
U+9985,馅,xiàn,37,30,餡,,"filling, stuffing; secret"
U+9986,馆,guǎn,751,568,館,,public building
U+9988,馈,kuì,40,37,饋,,offer food superior; send gift
U+998B,馋,chán,22,20,饞,,"gluttonous, greedy; lewd, lecherous"
U+998D,馍,mó,29,16,饃,,bread
U+998F,馏,liú,27,16,餾,,"distill, distillation"
U+9990,馐,xiū,3,3,饈,,"food, meal; eat; offer"
U+9992,馒,mán,15,10,饅,,steamed bread; steamed dumplings
U+9993,馓,sǎn,1,1,饊,,fried round cakes of wheat flour
U+9994,馔,zhuàn,1,1,饌,,"to feed, support, provide for; food"
U+9995,馕,náng,14,10,饢,,bread (Persian naan)
U+9996,首,shǒu,7103,6001,,,"head; first; leader, chief; a poem; Kangxi radical 185"
U+9999,香,xiāng,2533,1677,,,"fragrant, sweet-smelling; incense; Kangxi radical 186"
U+99A5,馥,fù,12,11,,,"fragrance, scent, aroma"
U+99A8,馨,xīn,54,54,,,"fragrant, aromatic; distant fragrance"
U+99AC,馬,mǎ,1063,624,,马,horse; surname; Kangxi radical 187
U+99AD,馭,yù,5,5,,驭,"drive, ride; manage, control"
U+99AE,馮,féng,19,13,,冯,surname; gallop; by dint of
U+99B1,馱,tuó,2,2,,驮,carry on back
U+99B3,馳,chí,41,34,,驰,go quickly or swiftly; hurry
U+99B4,馴,xún,15,7,,驯,"tame, docile, obedient"
U+99C1,駁,bó,31,29,,驳,"varicolored, variegated; mixed; contradict, argue; suddenly"
U+99D0,駐,zhù,372,280,,驻,"to be stationed at, reside at; to stop"
U+99D2,駒,jū,8,6,,驹,"colt; fleet, swift; sun; surname"
U+99D5,駕,jià,135,94,,驾,"to drive, sail, fly; a cart, carriage"
U+99DB,駛,shǐ,187,135,,驶,"sail, drive, pilot; fast, quick"
U+99DD,駝,tuó,26,14,,驼,a camel; humpbacked; to carry on the back
U+99F1,駱,luò,13,8,,骆,a white horse with black mane; a camel
U+99FF,駿,jùn,20,19,,骏,"excellent horse, noble steed"
U+9A01,騁,chěng,15,12,,骋,"gallop; hasten, hurry"
U+9A0E,騎,qí,62,54,,骑,ride horseback; mount; cavalry
U+9A0F,騏,qí,2,2,,骐,piebald horse; excellent horse
U+9A19,騙,piàn,31,19,,骗,"swindle, cheat out of, defraud"
U+9A28,騨,tuó,1,1,,,dappled
U+9A2B,騫,qiān,1,1,,骞,"raise, hold high; fly, soar"
U+9A30,騰,téng,149,114,,腾,fly; gallop; run; prance; rise
U+9A37,騷,sāo,8,8,,骚,"harass, bother, annoy, disturb, agitate; sad, grieved"
U+9A43,驃,biāo,1,1,,骠,"charger, steed; swift, valiant"
U+9A45,驅,qū,63,56,,驱,"spur a horse on; expel, drive away"
U+9A55,驕,jiāo,16,15,,骄,spirited horse; haughty
U+9A57,驗,yàn,615,445,,验,"test, examine, inspect; verify"
U+9A5A,驚,jīng,223,213,,惊,"frighten, surprise, startle"
U+9A5B,驛,yì,5,4,,驿,relay station
U+9A5F,驟,zhòu,13,13,,骤,procedure; gallop; sudden(ly)
U+9A62,驢,lǘ,8,8,,驴,"donkey, ass"
U+9A65,驥,jì,1,1,,骥,thoroughbred horse; refined
U+9A6A,驪,lí,2,1,,骊,a pure black horse; a pair of horses
U+9A6C,马,mǎ,5554,3982,馬,,horse; surname; Kangxi radical 187
U+9A6D,驭,yù,10,10,馭,,"drive, ride; manage, control"
U+9A6E,驮,tuó,1,1,馱,,carry on back
U+9A6F,驯,xùn,19,15,馴,,"tame, docile, obedient"
U+9A70,驰,chí,114,99,馳,,go quickly or swiftly; hurry
U+9A71,驱,qū,286,273,驅,,"spur a horse on; expel, drive away"
U+9A73,驳,bó,135,133,駁,,"varicolored, variegated; mixed"
U+9A74,驴,lǘ,6,5,驢,,"donkey, ass"
U+9A76,驶,shǐ,513,382,駛,,"sail, drive, pilot; fast, quick"
U+9A77,驷,sì,1,1,駟,,team of four horses; horses
U+9A79,驹,jū,4,4,駒,,"colt; fleet, swift; sun; surname"
U+9A7B,驻,zhù,551,497,駐,,"to be stationed at, reside at; to stop"
U+9A7C,驼,tuó,34,19,駝,,a camel; humpbacked; to carry on the back
U+9A7E,驾,jià,459,343,駕,,"to drive, sail, fly; a cart, carriage"
U+9A7F,驿,yì,13,12,驛,,relay station
U+9A81,骁,xiāo,6,6,驍,,"excellent horse; brave, valiant"
U+9A82,骂,mà,30,28,"罵,駡",,"accuse, blame, curse, scold"
U+9A84,骄,jiāo,29,29,驕,,spirited horse; haughty
U+9A85,骅,huá,2,2,驊,,an excellent horse
U+9A86,骆,luò,33,21,駱,,a white horse with black mane; a camel
U+9A87,骇,hài,10,10,駭,,"terrify, frighten, scare; shock"
U+9A8A,骊,lí,2,2,驪,,a pure black horse; a pair of horses
U+9A8B,骋,chěng,21,21,騁,,"gallop horse; hasten, hurry"
U+9A8C,验,yàn,1174,1016,驗,,"test, examine, inspect; verify"
U+9A8F,骏,jùn,43,32,駿,,"excellent horse, noble steed"
U+9A90,骐,qí,6,6,騏,,piebald horse; excellent horse
U+9A91,骑,qí,138,108,騎,,ride horseback; mount; cavalry
U+9A96,骖,cān,1,1,驂,,two outside ones in three horse
U+9A97,骗,piàn,300,201,騙,,"swindle, cheat out of, defraud"
U+9A9A,骚,sāo,73,66,騷,,"harass, bother, annoy, disturb"
U+9A9B,骛,wù,1,1,騖,,"gallop; rush about; pursue, run"
U+9A9C,骜,ào,1,1,驁,,"wild horse, mustang; wild"
U+9A9D,骝,liú,1,1,騮,,famous horse
U+9A9E,骞,qiān,1,1,騫,,"raise, hold high; fly, soar"
U+9AA1,骡,luó,3,3,騾,,mule
U+9AA4,骤,zhòu,91,90,驟,,procedure; gallop; sudden(ly)
U+9AA5,骥,jì,12,12,驥,,thoroughbred horse; refined and
U+9AA8,骨,gǔ,385,299,,,"bone; skeleton; frame, framework; Kangxi radical 188"
U+9AB0,骰,tóu,3,3,,,"die, dice"
U+9AB7,骷,kū,2,2,,,skeleton
U+9AB8,骸,hái,53,44,,,"skeleton, body; leg bone"
U+9ABC,骼,gé,25,20,,,bone; skeleton; corpse
U+9AC1,髁,kē,1,1,,,"thigh bone, hipbone; kneecap"
U+9AC5,髅,lóu,2,2,髏,,skull; skeleton
U+9ACB,髋,kuān,1,1,髖,,hipbone; hip
U+9AD2,髒,zāng,1,1,,脏,dirty; firm; fat
U+9AD3,髓,suǐ,28,22,,,"bone marrow; essences, substances"
U+9AD4,體,tǐ,2446,1684,,体,"body; group, class, body, unit"
U+9AD8,高,gāo,13916,10888,,,"high, tall; lofty, elevated; Kangxi radical 189"
U+9AE1,髡,kūn,1,1,,,to shave the head as a punishment; to prune
U+9AE6,髦,máo,6,6,,,flowing hair of young child
U+9AED,髭,zī,1,1,,,mustache
U+9AEE,髮,fà fǎ,30,27,,发,hair
U+9AEF,髯,rán,2,2,,,beard; mustache
U+9AF9,髹,xiū,1,1,,,red lacquer; to lacquer
U+9AFB,髻,jì,1,1,,,"hair rolled up in a bun, topknot"
U+9B03,鬃,zōng,9,8,,,mane; neck bristles
U+9B06,鬆,sōng,133,116,,松,"lax, loose; loosen, relax"
U+9B0D,鬍,hú,1,1,,胡,beard; mustache; whiskers
U+9B1A,鬚,xū,7,4,,须,"beard, whiskers; whisker-like"
U+9B22,鬢,bìn,1,1,,鬓,hair on the temples
U+9B23,鬣,liè,8,5,,,horse's mane; fin; human whiskers
U+9B25,鬥,dòu,73,60,,斗,"struggle, fight, compete, contend; Kangxi radical 191"
U+9B27,鬧,nào,91,81,,闹,quarrel; dispute hotly
U+9B28,鬨,hòng,1,1,,,"boisterous; clamor, noise"
U+9B31,鬱,yù,15,13,,郁,"luxuriant; dense, thick; moody"
U+9B32,鬲,gé,2,2,,,type of caldron with three hollow legs; name of a state; Kangxi radical 193
U+9B3C,鬼,guǐ,87,70,,,"ghost; spirit of dead; devil; Kangxi radical 194; 23rd lunar mansion, determinative star θ Cancri"
U+9B41,魁,kuí,33,32,,,chief; leader; best; monstrous
U+9B42,魂,hún,90,85,,,"soul, spirit"
U+9B44,魄,pò,16,16,,,vigor; body; dark part of moon
U+9B45,魅,mèi,424,408,,,"kind of forest demon, elf"
U+9B47,魇,yǎn,1,1,魘,,"nightmare, bad dreams"
U+9B49,魉,liǎng,2,1,魎,,a kind of monster
U+9B4D,魍,wǎng,2,1,,,"demons, mountain spirits"
U+9B4F,魏,wèi,107,95,,,kingdom of Wei; surname
U+9B51,魑,chī,2,1,,,a mountain demon resembling a tiger
U+9B54,魔,mó,248,210,,,"demon, evil spirits; magic power"
U+9B5A,魚,yú,369,188,,鱼,fish; surname; Kangxi radical 195
U+9B6F,魯,lǔ,187,121,,鲁,"foolish, stupid, rash; vulgar"
U+9B77,魷,yóu,3,3,,鱿,cuttlefish
U+9B91,鮑,bào,40,29,,鲍,abalone; dried fish; surname
U+9BA7,鮧,tǐ,1,1,,𱇧,the sheatfish
U+9BA8,鮨,yì,2,2,,𮬜,seasoned rice mixed with fish or vegetables
U+9BAA,鮪,wěi,23,8,,鲔,"kind of sturgeon, tuna"
U+9BAB,鮫,jiāo,1,1,,鲛,shark
U+9BAD,鮭,guī,14,6,,鲑,salmon; Spheroides vermicularis
U+9BAE,鮮,xiān,178,138,,鲜,"fresh, new, delicious; rare, few"
U+9BC9,鯉,lǐ,29,22,,鲤,carp
U+9BCA,鯊,shā,1,1,,鲨,shark
U+9BD4,鯔,zī,1,1,,鲻,mullet
U+9BD5,鯕,qí,1,1,,鲯,Coryphaena hippurus
U+9BDB,鯛,diāo,1,1,,鲷,"Pagrosomus major, porgy"
U+9BE2,鯢,ní,4,2,,鲵,Cryptobranchus japonicus; a salamander
U+9BE4,鯤,kūn,6,5,,鲲,spawn; roe; fry
U+9BE8,鯨,jīng,28,13,,鲸,whale
U+9BF0,鯰,nián,1,1,,鲶,sheat
U+9BFD,鯽,zéi,3,2,,鲫,"Carassius auratus, crucian carp"
U+9C02,鰂,zéi,1,1,,鲗,cuttlefish
U+9C0D,鰍,qiū,2,1,,鳅,loach
U+9C24,鰤,shī,13,10,,𫚕,a yellowtail (fish)
U+9C29,鰩,yáo,3,1,,鳐,the nautilus; the ray
U+9C2D,鰭,qí,10,7,,鳍,fin
U+9C32,鰲,áo,21,9,,鳌,huge sea turtle
U+9C3B,鰻,mán,45,14,,鳗,eel
U+9C41,鱁,zhú,1,1,,𱈏,
U+9C48,鱈,xuě,2,1,,鳕,codfish
U+9C49,鱉,biē,2,2,,鳖,turtle
U+9C52,鱒,zūn,1,1,,鳟,barbel
U+9C54,鱔,shàn,5,3,,鳝,eel
U+9C56,鱖,guì,6,3,,鳜,mandarin fish
U+9C57,鱗,lín,17,14,,鳞,fish scales
U+9C77,鱷,è,3,3,,"鳄,𱈚","crocodile, alligator"
U+9C78,鱸,lú,1,1,,鲈,"sea perch, sea bass"
U+9C7C,鱼,yú,847,476,魚,,fish; surname; Kangxi radical 195
U+9C7F,鱿,yóu,21,16,魷,,cuttlefish
U+9C81,鲁,lǔ,400,321,魯,,"foolish, stupid, rash; vulgar"
U+9C83,鲃,bā,1,1,䰾,,"a kind of fish; a bonito, (same as 鮁) shark"
U+9C87,鲇,nián,3,3,鮎,,"sheatfish, Parasilurus asotus"
U+9C88,鲈,lú,7,7,鱸,,"sea perch, sea bass"
U+9C8D,鲍,bào,244,197,鮑,,abalone; dried fish; surname
U+9C8E,鲎,hòu,1,1,鱟,,king crab
U+9C91,鲑,guī,13,8,鮭,,salmon; Spheroides vermicularis
U+9C94,鲔,wěi,2,1,鮪,,"kind of sturgeon, tuna"
U+9C9C,鲜,xiān,922,687,鮮,,fresh; delicious; attractive
U+9C9E,鲞,xiǎng,2,1,"鮝,鯗",,dried fish
U+9C9F,鲟,xún,7,4,鱘,,sturgeon
U+9CA3,鲣,jiān,2,2,鰹,,"skipjack, bonito"
U+9CA4,鲤,lǐ,17,10,鯉,,carp
U+9CA8,鲨,shā,30,16,鯊,,shark
U+9CAB,鲫,jì,4,2,鯽,,"Carassius auratus, crucian carp"
U+9CAD,鲭,qīng,5,2,鯖,,mackerel
U+9CAE,鲮,líng,2,2,鯪,,carp
U+9CB1,鲱,fēi,3,1,鯡,,herring
U+9CB2,鲲,kūn,4,4,鯤,,spawn; roe; fry
U+9CB3,鲳,chāng,1,1,鯧,,"the silvery pomfret, Stromateoides argenteus"
U+9CB5,鲵,ní,1,1,鯢,,Cryptobranchus japonicus; a salamander
U+9CB6,鲶,nián,1,1,鯰,,sheat
U+9CB7,鲷,diāo,3,2,鯛,,"Pagrosomus major, porgy"
U+9CB8,鲸,jīng,88,41,鯨,,whale
U+9CBB,鲻,zī,1,1,鯔,,mullet
U+9CC0,鳀,tí,2,2,鯷,,anchovy
U+9CC3,鳃,sāi,1,1,鰓,,fish gills
U+9CC4,鳄,è,33,21,"鰐,鱷",,alligator
U+9CC5,鳅,qiū,2,1,鰍,,loach
U+9CCC,鳌,áo,19,14,鰲,,huge sea turtle
U+9CCD,鳍,qí,15,12,鰭,,fin
U+9CD0,鳐,yáo,1,1,鰩,,the nautilus; the ray
U+9CD4,鳔,biào,3,3,鰾,,swimming bladder of fish
U+9CD5,鳕,xuě,2,1,鱈,,codfish
U+9CD6,鳖,biē,1,1,鱉,,turtle
U+9CD7,鳗,mán,49,13,鰻,,eel
U+9CDC,鳜,guì,16,5,鱖,,mandarin fish
U+9CDD,鳝,shàn,7,5,鱔,,eel
U+9CDE,鳞,lín,8,7,鱗,,fish scales
U+9CDF,鳟,zūn,2,2,鱒,,barbel
U+9CE1,鳡,gǎn,1,1,鱤,,
U+9CE5,鳥,niǎo,221,126,,鸟,bird; Kangxi radical 196
U+9CF3,鳳,fèng,50,38,,凤,male phoenix; symbol of joy
U+9CF4,鳴,míng,71,61,,鸣,cry of bird or animal; make sound
U+9CFD,鳽,jiān,2,2,,𫛚,
U+9D09,鴉,yā,8,5,,鸦,"crow, raven; Corvus species (various)"
U+9D15,鴕,tuó,10,2,,鸵,ostrich; Struthio camelus
U+9D1B,鴛,yuān,2,2,,鸳,male mandarin duck (Aix galericulata)
U+9D1D,鴝,qú,1,1,,鸲,mynah; Erithacus species (various)
U+9D1E,鴞,xiāo,7,4,,鸮,owl
U+9D1F,鴟,chī,8,4,,鸱,"kite, horned owl; wine cups"
U+9D26,鴦,yāng,2,2,,鸯,female mandarin duck (Aix galericulata)
U+9D28,鴨,yā,33,21,,鸭,duck; Anas species (various)
U+9D3B,鴻,hóng,71,39,,鸿,species of wild swan; vast
U+9D3F,鴿,gē,14,10,,鸽,"pigeon, dove; Columba species (various)"
U+9D51,鵑,juān,14,4,,鹃,cuckoo
U+9D59,鵙,jú,2,1,,𱉐,shrike; Lanius species (various)
U+9D5C,鵜,tí,1,1,,鹈,pelican
U+9D5D,鵝,é,44,25,,鹅,goose
U+9D5F,鵟,kuáng,3,1,,𫛭,
U+9D60,鵠,hú,1,1,,鹄,target
U+9D61,鵡,wǔ,8,7,,鹉,species of parrot
U+9D6C,鵬,péng,28,20,,鹏,fabulous bird of enormous size
U+9D70,鵰,diāo,3,2,,𫛲,"eagle, vulture; Aquila species (various)"
U+9D72,鵲,què,7,3,,鹊,magpie; Pica species (various)
U+9D87,鶇,dōng,6,2,,鸫,thrush; Turdus species (various)
U+9D98,鶘,hú,1,1,,鹕,pelican
U+9D9A,鶚,è,1,1,,鹗,"osprey, fishhawk; Pandion haliaetus"
U+9DA9,鶩,wù,2,2,,鹜,duck
U+9DAF,鶯,yīng,1,1,,莺,"oriole, green finch; Sylvia species (various)"
U+9DB2,鶲,wēng,1,1,,鹟,flycatcher
U+9DB4,鶴,hè,39,21,,鹤,crane; Grus species (various)
U+9DC4,鷄,jī,4,4,,鸡,chicken
U+9DC9,鷉,tī,2,2,,䴘,grebe
U+9DD7,鷗,ōu,24,10,,鸥,"seagull, tern; Larus species (various)"
U+9DF2,鷲,jiù,1,1,,鹫,"condor, vulture"
U+9DF3,鷳,xián,1,1,,鹇,"the silver pheasant, Lophura nycthemera"
U+9DF9,鷹,yīng,21,15,,鹰,"eagle, falcon; Accipiter species (various)"
U+9DFA,鷺,lù,29,17,,鹭,"heron, egret; Ardea species (various)"
U+9E0A,鸊,pì,2,2,,䴙,"little grebe, dabchick (Tachybaptus ruficollis)"
U+9E1A,鸚,yīng,8,7,,鹦,parrot
U+9E1B,鸛,guàn,6,2,,鹳,"crane, Grus japonensis; stork; Ciconia species (various)"
U+9E1F,鸟,niǎo,306,194,鳥,,bird; Kangxi radical 196
U+9E20,鸠,jiū,2,2,鳩,,"pigeon; collect, assemble"
U+9E21,鸡,jī,543,319,"雞,鷄",,chicken
U+9E22,鸢,yuān,2,2,鳶,,kite; Milvus species (various)
U+9E23,鸣,míng,102,95,鳴,,cry of bird or animal; make sound
U+9E25,鸥,ōu,21,14,鷗,,"seagull, tern; Larus species (various)"
U+9E26,鸦,yā,20,16,鴉,,crow; Corvus species (various)
U+9E28,鸨,bǎo,1,1,鴇,,bustard; procuress; Otis species (various)
U+9E2C,鸬,lú,5,4,鸕,,cormorant
U+9E2D,鸭,yā,88,63,鴨,,duck; Anas species (various)
U+9E2E,鸮,xiāo,2,2,鴞,,owl
U+9E2F,鸯,yāng,11,8,鴦,,female mandarin duck (Aix galericulata)
U+9E30,鸰,líng,1,1,鴒,,species of lark; wagtail; Motacilla species (various)
U+9E33,鸳,yuān,11,8,鴛,,male mandarin duck (Aix galericulata)
U+9E35,鸵,tuó,4,2,鴕,,ostrich
U+9E3D,鸽,gē,27,18,鴿,,"pigeon, dove; Columba species (various)"
U+9E3E,鸾,luán,3,2,鸞,,fabulous bird
U+9E3F,鸿,hóng,261,207,鴻,,species of wild swan; vast
U+9E41,鹁,bó,1,1,鵓,,species of pigeon
U+9E43,鹃,juān,9,4,鵑,,cuckoo
U+9E45,鹅,é,109,71,鵝,,goose
U+9E48,鹈,tí,2,1,鵜,,pelican
U+9E49,鹉,wǔ,19,12,鵡,,species of parrot
U+9E4A,鹊,què,17,15,鵲,,magpie; Pica species (various)
U+9E4C,鹌,ān,5,4,鵪,,quail; Coturnix coturnix
U+9E4F,鹏,péng,99,81,鵬,,fabulous bird of enormous size
U+9E51,鹑,chún,5,4,鶉,,quail; Turnix species (various)
U+9E55,鹕,hú,2,1,鶘,,pelican
U+9E58,鹘,gǔ,1,1,鶻,,a kind of pigeon; Treron permagna
U+9E5A,鹚,cí,5,4,鷀,,cormorant
U+9E5B,鹛,méi,2,1,鶥,,"babbler, Timaliidae species (various); thrush"
U+9E5C,鹜,wù,4,4,鶩,,duck
U+9E61,鹡,jí,1,1,鶺,,wagtail
U+9E64,鹤,hè,84,62,鶴,,crane; Grus species (various)
U+9E66,鹦,yīng,22,14,鸚,,parrot
U+9E6B,鹫,jiù,2,2,鷲,,"condor, vulture"
U+9E6C,鹬,yù,5,4,鷸,,"snipe, kingfisher"
U+9E6D,鹭,lù,48,35,鷺,,"heron, egret; Ardea species (various)"
U+9E6E,鹮,huán,12,5,䴉,,spoonbill; ibis; family Threskiornidae
U+9E70,鹰,yīng,78,67,鷹,,falcon; Accipiter species (various)
U+9E73,鹳,guàn,21,13,鸛,,"crane, Grus japonensis; stork; Ciconia species (various)"
U+9E75,鹵,lǔ,2,2,,卤,"saline soil; natural salt, rock salt; Kangxi radical 197"
U+9E79,鹹,xián,4,3,,咸,"salty, briny; salted; pickled"
U+9E7C,鹼,jiǎn,10,8,,硷,"alkaline, alkali, lye, salt"
U+9E7D,鹽,yán,83,39,,盐,salt
U+9E7F,鹿,lù,185,117,,,deer; surname; Kangxi radical 198
U+9E82,麂,jǐ,3,2,,,"muntjac, barking deer; Muntiacus species (various)"
U+9E8B,麋,mí,27,10,,,"Père David's deer, milu, elaphure (Elaphurus davidianus); surname"
U+9E92,麒,qí,70,41,,,legendary auspicious animal
U+9E93,麓,lù,41,38,,,foothill
U+9E97,麗,lì,337,264,,丽,"beautiful, magnificent, elegant"
U+9E9D,麝,shè,7,2,,,musk deer
U+9E9F,麟,lín,132,90,,,female of Chinese unicorn
U+9EA5,麥,mài,144,93,,麦,"wheat, barley, oats; Kangxi radical 199"
U+9EA6,麦,mài,613,437,"麥,麦",麦,"wheat, barley, oats; simplified form of Kangxi radical 199"
U+9EA9,麩,fū,1,1,,麸,bran
U+9EB4,麴,qū,3,3,,麹,"yeast, leaven; surname"
U+9EB5,麵,miàn,85,43,,面,"flour, dough, noodles"
U+9EB9,麹,qū,18,15,麴,,"yeast, leaven; surname"
U+9EBB,麻,má,327,244,,,"hemp, jute, flax; sesame; Kangxi radical 200"
U+9EBC,麼,me,379,327,,么,"interrogative final particle; insignificant, small, tiny"
U+9EBD,麽,mó,15,15,,么,"interrogative final particle; insignificant, small, tiny"
U+9EBE,麾,huī,27,27,,,"a pennant, flag, banner; to signal to"
U+9EC3,黃,huáng,719,452,,黄,yellow; surname; Kangxi radical 201
U+9EC4,黄,huáng,2067,1494,"黃,黄",黄,yellow; surname
U+9ECD,黍,shǔ,1,1,,,glutinous millet; Kangxi radical 202
U+9ECE,黎,lí,701,536,,,"surname; numerous, many; black"
U+9ECF,黏,nián,19,16,,,"stick to; glutinous, sticky; glue"
U+9ED1,黑,hēi,1257,1035,,,"black; dark; evil, sinister; Kangxi radical 203"
U+9ED4,黔,qián,57,42,,,black; Guizhou
U+9ED8,默,mò,384,301,,,"silent; quiet, still; dark"
U+9ED9,黙,mò,2,2,,,"silent; quiet, still; dark"
U+9EDB,黛,dài,31,28,,,blacken eyebrows; black
U+9EDC,黜,chù,1,1,,,"dismiss; demote, downgrade"
U+9EDD,黝,yǒu,3,3,,,black
U+9EDE,點,diǎn,1209,974,,点,"dot, speck, spot; point, degree"
U+9EDF,黟,yī,11,11,,,black and shining; ebony
U+9EE8,黨,dǎng,444,259,,党,"political party, gang, faction"
U+9EEF,黯,àn,32,32,,,"dark, black; sullen, dreary"
U+9EF4,黴,méi,7,4,,霉,"mold, mildew; bacteria, fungi"
U+9EF7,黷,dú,1,1,,黩,"to dishonor, defile, corrupt; soiled"
U+9EFF,黿,yuán,1,1,,鼋,"large turtle, sea turtle"
U+9F0B,鼋,yuán,1,1,黿,,"large turtle, sea turtle"
U+9F0E,鼎,dǐng,60,50,,,"large, three-legged bronze caldron; Kangxi radical 206; hexagram ䷱"
U+9F10,鼐,nài,1,1,,,incense tripod
U+9F13,鼓,gǔ,383,342,,,"drum; beat, top, strike; Kangxi radical 207"
U+9F20,鼠,shǔ,144,86,,,"rat, mouse; Kangxi radical 208"
U+9F2C,鼬,yòu,2,2,,,"weasel, Mustela itatsi"
U+9F2F,鼯,wú,2,1,,,flying squirrel
U+9F3B,鼻,bí,71,61,,,nose; first; Kangxi radical 209
U+9F3E,鼾,hān,1,1,,,snore loudly
U+9F4A,齊,qí,171,138,,齐,"even, uniform, of equal length; Kangxi radical 210"
U+9F4B,齋,zhāi,7,5,,斋,"vegetarian diet; study; to fast, abstain"
U+9F50,齐,qí,297,259,齊,,"even, uniform, of equal length"
U+9F51,齑,jī,1,1,齏,,"break or smash into pieces, pulverize; hash"
U+9F52,齒,chǐ,12,11,,齿,"teeth; gears, cogs; age; Kangxi radical 211"
U+9F61,齡,líng,79,66,,龄,age; years
U+9F76,齶,è,1,1,,腭,"palate, roof of mouth"
U+9F7F,齿,chǐ,36,33,齒,,"teeth; gears, cogs; age; simplified form of the Kangxi radical 211"
U+9F84,龄,líng,273,229,齡,,age; years
U+9F88,龈,yín,2,2,齦,,gums
U+9F8D,龍,lóng,679,408,,龙,dragon; Kangxi radical 212
U+9F90,龐,páng,17,16,,庞,"disorderly, messy; huge, big"
U+9F94,龔,gōng,4,3,,龚,"give, present; reverential"
U+9F96,龖,dá,1,1,,𱍂,flight of a dragon
U+9F98,龘,dá,1,1,,𮹝,the appearance of a dragon walking
U+9F99,龙,lóng,1238,898,龍,,dragon; symbolic of emperor
U+9F9A,龚,gōng,2,2,龔,,"give, present; reverential"
U+9F9C,龜,guī,12,7,,龟,turtle or tortoise; cuckold; Kangxi radical 213
U+9F9F,龟,guī,30,20,"龜,龟",龟,turtle or tortoise; cuckold
